elec_date,county,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county_owner
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,14,14,4,"RYAN WALTERS",REP,8,30,377,415,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,14,14,1,"KEITH SWINTON",REP,7,13,172,192,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,14,14,2,"SEAN ROBERTS",REP,4,26,350,380,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,14,14,3,"LESLIE KATHRYN OSBORN",REP,8,35,396,439,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,14,14,1,"HAROLD D SPRADLING",REP,5,8,128,141,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,14,14,2,"JUSTIN HORNBACK",REP,2,17,220,239,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,14,14,3,"TODD THOMSEN",REP,6,26,266,298,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,14,14,4,"KIM DAVID",REP,6,19,300,325,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11010,"FOR UNITED STATES SENATOR",REP,14,14,1,"JACKSON LAHMEYER",REP,1,14,199,214,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11010,"FOR UNITED STATES SENATOR",REP,14,14,2,"JAMES LANKFORD",REP,15,57,700,772,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11010,"FOR UNITED STATES SENATOR",REP,14,14,3,"JOAN FARR",REP,2,6,72,80,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,14,14,1,"LUKE HOLLAND",REP,0,2,30,32,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,14,14,2,"MARKWAYNE MULLIN",REP,14,61,676,751,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,14,14,3,"JOHN F. TOMPKINS",REP,0,0,13,13,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,14,14,4,"SCOTT PRUITT",REP,0,1,48,49,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,14,14,5,"T.W. SHANNON",REP,1,4,72,77,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,14,14,6,"ADAM HOLLEY",REP,0,0,4,4,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,14,14,7,"RANDY J GRELLNER",REP,0,0,16,16,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,14,14,8,"ALEX GRAY",REP,0,1,5,6,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,14,14,9,"PAUL ROYSE",REP,0,0,1,1,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,14,14,10,"LAURA MORENO",REP,0,1,13,14,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,14,14,11,"NATHAN DAHM",REP,2,7,51,60,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,14,14,12,"JESSICA JEAN GARRISON",REP,2,0,29,31,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,14,14,13,"MICHAEL COIBION",REP,0,1,18,19,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,14,14,1,"JOHN BENNETT",REP,1,10,53,64,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,14,14,2,"CHRIS SCHILLER",REP,0,1,22,23,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,14,14,3,"DAVID DERBY",REP,1,3,31,35,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,14,14,4,"JOSH BRECHEEN",REP,11,49,541,601,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,14,14,5,"GUY BARKER",REP,0,5,77,82,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,14,14,6,"PAMELA GORDON",REP,0,5,58,63,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,14,14,7,"WES NOFIRE",REP,0,0,19,19,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,14,14,8,"ERICK P. WYATT",REP,1,0,4,5,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,14,14,9,"JOHNNY TEEHEE",REP,1,1,13,15,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,14,14,10,"AVERY FRIX",REP,1,0,12,13,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,14,14,11,"DUSTIN ROBERTS",REP,1,7,112,120,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,14,14,12,"CLINT JOHNSON",REP,0,0,11,11,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,14,14,13,"RHONDA HOPKINS",REP,2,0,16,18,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,14,14,14,"MARTY QUINN",REP,0,0,13,13,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11357,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",REP,6,6,1,"ROY WAYNE BLEVINS",REP,9,43,253,305,JOHNSTON
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11357,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",REP,6,6,2,"JACKY HALLMARK",REP,2,19,164,185,JOHNSTON
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11434,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,4,4,1,"CRAIG HUGHES",REP,0,4,87,91,JOHNSTON
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",11434,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,4,4,2,"MIKE NIBLETT",REP,2,7,192,201,JOHNSTON
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",13001,"FOR GOVERNOR",DEM,14,14,1,"CONNIE JOHNSON",DEM,0,7,185,192,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",13001,"FOR GOVERNOR",DEM,14,14,2,"JOY HOFMEISTER",DEM,2,18,170,190,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,14,14,1,"JASON BOLLINGER",DEM,1,3,54,58,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,14,14,2,"BRANDON WADE",DEM,0,4,62,66,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,14,14,3,"MADISON HORN",DEM,0,6,61,67,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,14,14,4,"ARYA AZMA",DEM,0,0,26,26,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,14,14,5,"JO GLENN",DEM,1,3,53,57,,
6/28/2022,"JOHNSTON","JOHNSTON COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,14,14,6,"DENNIS L. BAKER",DEM,0,9,91,100,,
6/28/2022,"KAY","KAY COUNTY",11001,"FOR GOVERNOR",REP,30,30,1,"MOIRA McCABE",REP,3,5,124,132,,
6/28/2022,"KAY","KAY COUNTY",11001,"FOR GOVERNOR",REP,30,30,2,"JOEL KINTSEL",REP,16,32,753,801,,
6/28/2022,"KAY","KAY COUNTY",11001,"FOR GOVERNOR",REP,30,30,3,"KEVIN STITT",REP,55,131,2959,3145,,
6/28/2022,"KAY","KAY COUNTY",11001,"FOR GOVERNOR",REP,30,30,4,"MARK SHERWOOD",REP,13,14,488,515,,
6/28/2022,"KAY","KAY COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,30,30,1,"STEVEN W. McQUILLEN",REP,24,67,1395,1486,,
6/28/2022,"KAY","KAY COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,30,30,2,"CINDY BYRD",REP,60,107,2837,3004,,
6/28/2022,"KAY","KAY COUNTY",11004,"FOR ATTORNEY GENERAL",REP,30,30,1,"GENTNER F. DRUMMOND",REP,48,95,2070,2213,,
6/28/2022,"KAY","KAY COUNTY",11004,"FOR ATTORNEY GENERAL",REP,30,30,2,"JOHN M. O'CONNOR",REP,39,85,2213,2337,,
6/28/2022,"KAY","KAY COUNTY",11005,"FOR STATE TREASURER",REP,30,30,1,"DAVID B. HOOTEN",REP,13,32,700,745,,
6/28/2022,"KAY","KAY COUNTY",11005,"FOR STATE TREASURER",REP,30,30,2,"CLARK JOLLEY",REP,36,44,1229,1309,,
6/28/2022,"KAY","KAY COUNTY",11005,"FOR STATE TREASURER",REP,30,30,3,"TODD RUSS",REP,36,95,2182,2313,,
6/28/2022,"KAY","KAY COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,30,30,1,"JOHN COX",REP,9,47,834,890,,
6/28/2022,"KAY","KAY COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,30,30,2,"WILLIAM E. CROZIER",REP,2,5,181,188,,
6/28/2022,"KAY","KAY COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,30,30,3,"APRIL GRACE",REP,32,46,1278,1356,,
6/28/2022,"KAY","KAY COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,30,30,4,"RYAN WALTERS",REP,42,77,1883,2002,,
6/28/2022,"KAY","KAY COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,30,30,1,"KEITH SWINTON",REP,14,26,576,616,,
6/28/2022,"KAY","KAY COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,30,30,2,"SEAN ROBERTS",REP,22,74,1679,1775,,
6/28/2022,"KAY","KAY COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,30,30,3,"LESLIE KATHRYN OSBORN",REP,46,71,1829,1946,,
6/28/2022,"KAY","KAY COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,30,30,1,"HAROLD D SPRADLING",REP,12,21,403,436,,
6/28/2022,"KAY","KAY COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,30,30,2,"JUSTIN HORNBACK",REP,15,31,857,903,,
6/28/2022,"KAY","KAY COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,30,30,3,"TODD THOMSEN",REP,14,44,1120,1178,,
6/28/2022,"KAY","KAY COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,30,30,4,"KIM DAVID",REP,38,70,1624,1732,,
6/28/2022,"KAY","KAY COUNTY",11010,"FOR UNITED STATES SENATOR",REP,30,30,1,"JACKSON LAHMEYER",REP,22,55,1174,1251,,
6/28/2022,"KAY","KAY COUNTY",11010,"FOR UNITED STATES SENATOR",REP,30,30,2,"JAMES LANKFORD",REP,58,115,2872,3045,,
6/28/2022,"KAY","KAY COUNTY",11010,"FOR UNITED STATES SENATOR",REP,30,30,3,"JOAN FARR",REP,8,8,260,276,,
6/28/2022,"KAY","KAY COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,1,"LUKE HOLLAND",REP,15,30,587,632,,
6/28/2022,"KAY","KAY COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,2,"MARKWAYNE MULLIN",REP,34,75,1575,1684,,
6/28/2022,"KAY","KAY COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,3,"JOHN F. TOMPKINS",REP,0,0,44,44,,
6/28/2022,"KAY","KAY COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,4,"SCOTT PRUITT",REP,10,7,321,338,,
6/28/2022,"KAY","KAY COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,5,"T.W. SHANNON",REP,15,29,759,803,,
6/28/2022,"KAY","KAY COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,6,"ADAM HOLLEY",REP,0,1,37,38,,
6/28/2022,"KAY","KAY COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,7,"RANDY J GRELLNER",REP,1,5,165,171,,
6/28/2022,"KAY","KAY COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,8,"ALEX GRAY",REP,2,0,45,47,,
6/28/2022,"KAY","KAY COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,9,"PAUL ROYSE",REP,0,0,21,21,,
6/28/2022,"KAY","KAY COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,10,"LAURA MORENO",REP,0,4,90,94,,
6/28/2022,"KAY","KAY COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,11,"NATHAN DAHM",REP,8,23,529,560,,
6/28/2022,"KAY","KAY COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,12,"JESSICA JEAN GARRISON",REP,4,6,100,110,,
6/28/2022,"KAY","KAY COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,13,"MICHAEL COIBION",REP,0,0,22,22,,
6/28/2022,"KAY","KAY COUNTY",11014,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",REP,30,30,1,"FRANK D. LUCAS",REP,55,97,2579,2731,,
6/28/2022,"KAY","KAY COUNTY",11014,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",REP,30,30,2,"WADE BURLESON",REP,26,66,1342,1434,,
6/28/2022,"KAY","KAY COUNTY",11014,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",REP,30,30,3,"STEPHEN BUTLER",REP,7,13,351,371,,
6/28/2022,"KAY","KAY COUNTY",11021,"FOR STATE SENATOR DISTRICT 10",REP,23,23,1,"BILL COLEMAN",REP,41,120,2707,2868,,
6/28/2022,"KAY","KAY COUNTY",11021,"FOR STATE SENATOR DISTRICT 10",REP,23,23,2,"EMILY DeLOZIER",REP,15,34,684,733,,
6/28/2022,"KAY","KAY COUNTY",11077,"FOR STATE REPRESENTATIVE DISTRICT 37",REP,15,15,1,"JOE VADEN, JR.",REP,19,32,982,1033,,
6/28/2022,"KAY","KAY COUNTY",11077,"FOR STATE REPRESENTATIVE DISTRICT 37",REP,15,15,2,"KEN LUTTRELL",REP,28,68,1643,1739,,
6/28/2022,"KAY","KAY COUNTY",11435,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,8,8,1,"PAUL BUTCH SKIDMORE",REP,5,3,169,177,KAY
6/28/2022,"KAY","KAY COUNTY",11435,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,8,8,2,"KENT FIELD",REP,3,0,79,82,KAY
6/28/2022,"KAY","KAY COUNTY",11435,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,8,8,3,"JOHN A. WILSON",REP,12,7,294,313,KAY
6/28/2022,"KAY","KAY COUNTY",11435,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,8,8,4,"JOE M. ALLBAUGH",REP,15,13,575,603,KAY
6/28/2022,"KAY","KAY COUNTY",13001,"FOR GOVERNOR",DEM,30,30,1,"CONNIE JOHNSON",DEM,13,8,411,432,,
6/28/2022,"KAY","KAY COUNTY",13001,"FOR GOVERNOR",DEM,30,30,2,"JOY HOFMEISTER",DEM,16,38,715,769,,
6/28/2022,"KAY","KAY COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,30,30,1,"JASON BOLLINGER",DEM,1,10,173,184,,
6/28/2022,"KAY","KAY COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,30,30,2,"BRANDON WADE",DEM,3,6,143,152,,
6/28/2022,"KAY","KAY COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,30,30,3,"MADISON HORN",DEM,11,16,384,411,,
6/28/2022,"KAY","KAY COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,30,30,4,"ARYA AZMA",DEM,3,1,79,83,,
6/28/2022,"KAY","KAY COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,30,30,5,"JO GLENN",DEM,4,2,156,162,,
6/28/2022,"KAY","KAY COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,30,30,6,"DENNIS L. BAKER",DEM,7,8,169,184,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11001,"FOR GOVERNOR",REP,12,12,1,"MOIRA McCABE",REP,5,1,54,60,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11001,"FOR GOVERNOR",REP,12,12,2,"JOEL KINTSEL",REP,6,31,206,243,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11001,"FOR GOVERNOR",REP,12,12,3,"KEVIN STITT",REP,55,167,1710,1932,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11001,"FOR GOVERNOR",REP,12,12,4,"MARK SHERWOOD",REP,9,14,169,192,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,12,12,1,"STEVEN W. McQUILLEN",REP,23,62,588,673,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,12,12,2,"CINDY BYRD",REP,50,146,1498,1694,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11004,"FOR ATTORNEY GENERAL",REP,12,12,1,"GENTNER F. DRUMMOND",REP,37,126,1051,1214,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11004,"FOR ATTORNEY GENERAL",REP,12,12,2,"JOHN M. O'CONNOR",REP,38,85,1062,1185,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11005,"FOR STATE TREASURER",REP,12,12,1,"DAVID B. HOOTEN",REP,6,38,351,395,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11005,"FOR STATE TREASURER",REP,12,12,2,"CLARK JOLLEY",REP,28,59,614,701,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11005,"FOR STATE TREASURER",REP,12,12,3,"TODD RUSS",REP,36,111,1092,1239,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,12,12,1,"JOHN COX",REP,15,42,426,483,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,12,12,2,"WILLIAM E. CROZIER",REP,9,6,69,84,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,12,12,3,"APRIL GRACE",REP,23,78,629,730,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,12,12,4,"RYAN WALTERS",REP,25,83,960,1068,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,12,12,1,"KEITH SWINTON",REP,10,26,315,351,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,12,12,2,"SEAN ROBERTS",REP,24,59,680,763,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,12,12,3,"LESLIE KATHRYN OSBORN",REP,39,120,1026,1185,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,12,12,1,"HAROLD D SPRADLING",REP,12,27,233,272,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,12,12,2,"JUSTIN HORNBACK",REP,15,39,396,450,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,12,12,3,"TODD THOMSEN",REP,18,54,602,674,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,12,12,4,"KIM DAVID",REP,27,84,777,888,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11010,"FOR UNITED STATES SENATOR",REP,12,12,1,"JACKSON LAHMEYER",REP,9,33,545,587,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11010,"FOR UNITED STATES SENATOR",REP,12,12,2,"JAMES LANKFORD",REP,61,168,1451,1680,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11010,"FOR UNITED STATES SENATOR",REP,12,12,3,"JOAN FARR",REP,3,9,126,138,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,1,"LUKE HOLLAND",REP,9,19,202,230,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,2,"MARKWAYNE MULLIN",REP,30,67,594,691,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,3,"JOHN F. TOMPKINS",REP,0,1,4,5,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,4,"SCOTT PRUITT",REP,2,5,60,67,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,5,"T.W. SHANNON",REP,11,54,499,564,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,6,"ADAM HOLLEY",REP,0,0,8,8,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,7,"RANDY J GRELLNER",REP,13,53,567,633,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,8,"ALEX GRAY",REP,0,0,10,10,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,9,"PAUL ROYSE",REP,0,0,2,2,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,10,"LAURA MORENO",REP,0,1,22,23,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,11,"NATHAN DAHM",REP,8,12,135,155,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,12,"JESSICA JEAN GARRISON",REP,2,1,25,28,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,13,"MICHAEL COIBION",REP,0,1,8,9,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11014,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",REP,12,12,1,"FRANK D. LUCAS",REP,48,135,1321,1504,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11014,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",REP,12,12,2,"WADE BURLESON",REP,23,62,617,702,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11014,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",REP,12,12,3,"STEPHEN BUTLER",REP,4,16,204,224,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11029,"FOR STATE SENATOR DISTRICT 26",REP,8,8,1,"JJ STITT",REP,6,53,502,561,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11029,"FOR STATE SENATOR DISTRICT 26",REP,8,8,2,"DARCY ALLEN JECH",REP,30,97,833,960,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",11029,"FOR STATE SENATOR DISTRICT 26",REP,8,8,3,"BRADY BUTLER",REP,18,38,349,405,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",13001,"FOR GOVERNOR",DEM,12,12,1,"CONNIE JOHNSON",DEM,4,10,110,124,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",13001,"FOR GOVERNOR",DEM,12,12,2,"JOY HOFMEISTER",DEM,11,19,188,218,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,12,12,1,"JASON BOLLINGER",DEM,1,7,46,54,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,12,12,2,"BRANDON WADE",DEM,0,6,44,50,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,12,12,3,"MADISON HORN",DEM,2,5,79,86,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,12,12,4,"ARYA AZMA",DEM,0,1,14,15,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,12,12,5,"JO GLENN",DEM,2,2,26,30,,
6/28/2022,"KINGFISHER","KINGFISHER COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,12,12,6,"DENNIS L. BAKER",DEM,7,7,83,97,,
